SalesOrderNumber,SalesOrderLineNumber,CustomerKey,ProductKey,OrderDate,DueDate,ShipDate,SalesTerritoryKey,OrderQuantity,UnitPrice,ProductStandardCost,SalesAmount,TaxAmount,FreightAmount
SO46256,1,15652,314,4/19/2021,4/29/2021,4/26/2021,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46257,1,11992,346,4/19/2021,4/29/2021,4/26/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46258,1,12160,313,4/20/2021,4/30/2021,4/27/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46259,1,12025,313,4/20/2021,4/30/2021,4/27/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46260,1,12108,310,4/20/2021,4/30/2021,4/27/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46261,1,26075,348,4/20/2021,4/30/2021,4/27/2021,1,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46262,1,20445,313,4/20/2021,4/30/2021,4/27/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46263,1,12834,310,4/20/2021,4/30/2021,4/27/2021,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46264,1,28491,350,4/21/2021,5/1/2021,4/28/2021,7,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46265,1,11934,312,4/21/2021,5/1/2021,4/28/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46266,1,20425,314,4/21/2021,5/1/2021,4/28/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46267,1,20448,314,4/21/2021,5/1/2021,4/28/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46268,1,20615,311,4/21/2021,5/1/2021,4/28/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46269,1,15638,312,4/21/2021,5/1/2021,4/28/2021,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46270,1,24309,312,4/22/2021,5/2/2021,4/29/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46271,1,12172,313,4/22/2021,5/2/2021,4/29/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46272,1,12116,311,4/22/2021,5/2/2021,4/29/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46273,1,26060,351,4/22/2021,5/2/2021,4/29/2021,4,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46274,1,26070,350,4/22/2021,5/2/2021,4/29/2021,4,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46275,1,20450,313,4/22/2021,5/2/2021,4/29/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46276,1,20612,311,4/22/2021,5/2/2021,4/29/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46277,1,19482,322,4/23/2021,5/3/2021,4/30/2021,8,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46278,1,19496,326,4/23/2021,5/3/2021,4/30/2021,8,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46279,1,12155,312,4/23/2021,5/3/2021,4/30/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46280,1,12121,311,4/23/2021,5/3/2021,4/30/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46281,1,26057,347,4/23/2021,5/3/2021,4/30/2021,4,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46282,1,26058,345,4/23/2021,5/3/2021,4/30/2021,4,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46283,1,26093,351,4/23/2021,5/3/2021,4/30/2021,4,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46284,1,14888,328,4/23/2021,5/3/2021,4/30/2021,1,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46285,1,12005,346,4/23/2021,5/3/2021,4/30/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46286,1,18175,338,4/24/2021,5/4/2021,5/1/2021,7,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46287,1,12026,312,4/24/2021,5/4/2021,5/1/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46288,1,12059,311,4/24/2021,5/4/2021,5/1/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46289,1,12075,313,4/24/2021,5/4/2021,5/1/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46290,1,26066,351,4/24/2021,5/4/2021,5/1/2021,4,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46291,1,20258,313,4/24/2021,5/4/2021,5/1/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46292,1,20418,313,4/24/2021,5/4/2021,5/1/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46293,1,14951,311,4/24/2021,5/4/2021,5/1/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46294,1,11986,345,4/24/2021,5/4/2021,5/1/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46295,1,20567,330,4/25/2021,5/5/2021,5/2/2021,10,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46296,1,12170,314,4/25/2021,5/5/2021,5/2/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46297,1,12033,313,4/25/2021,5/5/2021,5/2/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46298,1,12071,314,4/25/2021,5/5/2021,5/2/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46299,1,20264,314,4/25/2021,5/5/2021,5/2/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46300,1,20452,314,4/25/2021,5/5/2021,5/2/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46301,1,12817,313,4/26/2021,5/6/2021,5/3/2021,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46302,1,12083,310,4/26/2021,5/6/2021,5/3/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46303,1,25922,340,4/26/2021,5/6/2021,5/3/2021,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46304,1,12002,350,4/26/2021,5/6/2021,5/3/2021,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46305,1,14952,311,4/26/2021,5/6/2021,5/3/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46306,1,12164,311,4/27/2021,5/7/2021,5/4/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46307,1,20427,314,4/27/2021,5/7/2021,5/4/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46308,1,20609,310,4/27/2021,5/7/2021,5/4/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46309,1,11994,350,4/27/2021,5/7/2021,5/4/2021,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46310,1,25938,336,4/27/2021,5/7/2021,5/4/2021,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46311,1,12841,314,4/28/2021,5/8/2021,5/5/2021,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46312,1,12153,314,4/29/2021,5/9/2021,5/6/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46313,1,12078,313,4/29/2021,5/9/2021,5/6/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46314,1,12112,312,4/29/2021,5/9/2021,5/6/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46315,1,12142,311,4/29/2021,5/9/2021,5/6/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46316,1,26083,351,4/29/2021,5/9/2021,5/6/2021,4,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46317,1,14884,334,4/29/2021,5/9/2021,5/6/2021,4,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46318,1,20444,312,4/29/2021,5/9/2021,5/6/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46319,1,12103,311,4/30/2021,5/10/2021,5/7/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46320,1,26084,351,4/30/2021,5/10/2021,5/7/2021,4,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46321,1,14894,330,4/30/2021,5/10/2021,5/7/2021,1,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46390,1,12440,313,5/1/2021,5/11/2021,5/8/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46391,1,20995,312,5/1/2021,5/11/2021,5/8/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46392,1,13537,313,5/1/2021,5/11/2021,5/8/2021,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46393,1,15695,314,5/1/2021,5/11/2021,5/8/2021,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46394,1,15055,314,5/2/2021,5/12/2021,5/9/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46395,1,11496,346,5/2/2021,5/12/2021,5/9/2021,10,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46396,1,12442,311,5/2/2021,5/12/2021,5/9/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46397,1,27014,328,5/2/2021,5/12/2021,5/9/2021,6,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46398,1,20992,311,5/2/2021,5/12/2021,5/9/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46399,1,20820,314,5/2/2021,5/12/2021,5/9/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46400,1,20987,314,5/2/2021,5/12/2021,5/9/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46401,1,20993,310,5/2/2021,5/12/2021,5/9/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46402,1,20616,313,5/2/2021,5/12/2021,5/9/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46403,1,14990,314,5/2/2021,5/12/2021,5/9/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46404,1,15692,312,5/2/2021,5/12/2021,5/9/2021,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46405,1,20994,310,5/2/2021,5/12/2021,5/9/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46406,1,12779,312,5/3/2021,5/13/2021,5/10/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46407,1,27026,342,5/3/2021,5/13/2021,5/10/2021,6,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46408,1,12011,351,5/3/2021,5/13/2021,5/10/2021,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46409,1,15073,313,5/4/2021,5/14/2021,5/11/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46410,1,11548,348,5/4/2021,5/14/2021,5/11/2021,10,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46411,1,24661,314,5/4/2021,5/14/2021,5/11/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46412,1,24493,311,5/4/2021,5/14/2021,5/11/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46413,1,20075,346,5/4/2021,5/14/2021,5/11/2021,6,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46414,1,15006,338,5/4/2021,5/14/2021,5/11/2021,4,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46415,1,20819,310,5/4/2021,5/14/2021,5/11/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46416,1,12181,313,5/5/2021,5/15/2021,5/12/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46417,1,12441,314,5/5/2021,5/15/2021,5/12/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46418,1,20988,312,5/5/2021,5/15/2021,5/12/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46419,1,12021,344,5/5/2021,5/15/2021,5/12/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46420,1,13511,313,5/5/2021,5/15/2021,5/12/2021,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46421,1,25949,336,5/5/2021,5/15/2021,5/12/2021,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46422,1,12884,311,5/6/2021,5/16/2021,5/13/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46423,1,12362,313,5/6/2021,5/16/2021,5/13/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46424,1,12435,312,5/6/2021,5/16/2021,5/13/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46425,1,24496,313,5/6/2021,5/16/2021,5/13/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46426,1,26107,344,5/6/2021,5/16/2021,5/13/2021,4,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46427,1,20182,350,5/6/2021,5/16/2021,5/13/2021,6,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46428,1,20629,311,5/6/2021,5/16/2021,5/13/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46429,1,11428,345,5/7/2021,5/17/2021,5/14/2021,8,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46430,1,13564,314,5/7/2021,5/17/2021,5/14/2021,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46431,1,12901,310,5/7/2021,5/17/2021,5/14/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46432,1,15016,342,5/7/2021,5/17/2021,5/14/2021,4,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46433,1,20991,312,5/7/2021,5/17/2021,5/14/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46434,1,20996,313,5/7/2021,5/17/2021,5/14/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46435,1,12251,348,5/7/2021,5/17/2021,5/14/2021,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46436,1,12337,347,5/7/2021,5/17/2021,5/14/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46437,1,15054,313,5/8/2021,5/18/2021,5/15/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46438,1,12174,313,5/8/2021,5/18/2021,5/15/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46439,1,20817,313,5/8/2021,5/18/2021,5/15/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46440,1,20621,312,5/8/2021,5/18/2021,5/15/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46441,1,15661,312,5/8/2021,5/18/2021,5/15/2021,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46442,1,14997,314,5/8/2021,5/18/2021,5/15/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46443,1,15662,314,5/8/2021,5/18/2021,5/15/2021,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46444,1,12246,351,5/8/2021,5/18/2021,5/15/2021,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46445,1,12772,312,5/9/2021,5/19/2021,5/16/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46446,1,12777,312,5/9/2021,5/19/2021,5/16/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46447,1,20984,312,5/9/2021,5/19/2021,5/16/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46448,1,12250,344,5/9/2021,5/19/2021,5/16/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46449,1,12007,345,5/9/2021,5/19/2021,5/16/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46450,1,12446,314,5/10/2021,5/20/2021,5/17/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46451,1,12709,310,5/10/2021,5/20/2021,5/17/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46452,1,26112,349,5/10/2021,5/20/2021,5/17/2021,1,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46453,1,20626,313,5/10/2021,5/20/2021,5/17/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46454,1,20812,310,5/10/2021,5/20/2021,5/17/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46455,1,15669,314,5/10/2021,5/20/2021,5/17/2021,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46456,1,12014,346,5/10/2021,5/20/2021,5/17/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46457,1,25947,324,5/10/2021,5/20/2021,5/17/2021,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46458,1,12771,310,5/11/2021,5/21/2021,5/18/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46459,1,12190,313,5/11/2021,5/21/2021,5/18/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46460,1,12438,312,5/11/2021,5/21/2021,5/18/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46461,1,20821,311,5/11/2021,5/21/2021,5/18/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46462,1,12013,345,5/11/2021,5/21/2021,5/18/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46463,1,11423,348,5/12/2021,5/22/2021,5/19/2021,8,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46464,1,12885,310,5/12/2021,5/22/2021,5/19/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46465,1,12898,311,5/12/2021,5/22/2021,5/19/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46466,1,12915,311,5/12/2021,5/22/2021,5/19/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46467,1,12180,314,5/12/2021,5/22/2021,5/19/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46468,1,24431,311,5/12/2021,5/22/2021,5/19/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46469,1,19033,332,5/12/2021,5/22/2021,5/19/2021,7,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46470,1,14915,322,5/12/2021,5/22/2021,5/19/2021,1,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46471,1,14979,310,5/12/2021,5/22/2021,5/19/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46472,1,12248,344,5/12/2021,5/22/2021,5/19/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46473,1,14969,311,5/12/2021,5/22/2021,5/19/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46474,1,25944,342,5/12/2021,5/22/2021,5/19/2021,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46475,1,20575,322,5/13/2021,5/23/2021,5/20/2021,10,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46476,1,26110,350,5/13/2021,5/23/2021,5/20/2021,1,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46477,1,12009,346,5/13/2021,5/23/2021,5/20/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46478,1,25939,326,5/13/2021,5/23/2021,5/20/2021,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46479,1,12768,310,5/14/2021,5/24/2021,5/21/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46480,1,26114,347,5/14/2021,5/24/2021,5/21/2021,4,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46481,1,20623,313,5/14/2021,5/24/2021,5/21/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46482,1,12245,346,5/14/2021,5/24/2021,5/21/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46483,1,12883,312,5/15/2021,5/25/2021,5/22/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46484,1,12437,312,5/15/2021,5/25/2021,5/22/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46485,1,12755,313,5/15/2021,5/25/2021,5/22/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46486,1,19901,332,5/15/2021,5/25/2021,5/22/2021,8,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46487,1,14913,338,5/15/2021,5/25/2021,5/22/2021,4,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46488,1,20628,312,5/15/2021,5/25/2021,5/22/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46489,1,24666,313,5/16/2021,5/26/2021,5/23/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46490,1,12189,313,5/16/2021,5/26/2021,5/23/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46491,1,24759,314,5/17/2021,5/27/2021,5/24/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46492,1,12198,312,5/17/2021,5/27/2021,5/24/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46493,1,15023,328,5/17/2021,5/27/2021,5/24/2021,1,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46494,1,20983,313,5/17/2021,5/27/2021,5/24/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46495,1,20989,311,5/17/2021,5/27/2021,5/24/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46496,1,20627,312,5/17/2021,5/27/2021,5/24/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46497,1,13558,310,5/18/2021,5/28/2021,5/25/2021,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46498,1,12881,313,5/18/2021,5/28/2021,5/25/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46499,1,12179,310,5/18/2021,5/28/2021,5/25/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46500,1,12208,314,5/18/2021,5/28/2021,5/25/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46501,1,19518,328,5/18/2021,5/28/2021,5/25/2021,8,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46502,1,19051,328,5/18/2021,5/28/2021,5/25/2021,7,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46503,1,12764,310,5/18/2021,5/28/2021,5/25/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46504,1,15005,342,5/18/2021,5/28/2021,5/25/2021,4,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46505,1,12241,347,5/18/2021,5/28/2021,5/25/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46506,1,12242,349,5/18/2021,5/28/2021,5/25/2021,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46507,1,25941,320,5/18/2021,5/28/2021,5/25/2021,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46508,1,28504,349,5/19/2021,5/29/2021,5/26/2021,7,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46509,1,12886,310,5/19/2021,5/29/2021,5/26/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46510,1,24386,311,5/19/2021,5/29/2021,5/26/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46511,1,24392,313,5/19/2021,5/29/2021,5/26/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46512,1,12209,311,5/19/2021,5/29/2021,5/26/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46513,1,24418,313,5/19/2021,5/29/2021,5/26/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46514,1,19028,342,5/19/2021,5/29/2021,5/26/2021,7,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46515,1,19904,340,5/19/2021,5/29/2021,5/26/2021,8,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46516,1,26116,351,5/19/2021,5/29/2021,5/26/2021,1,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46517,1,20624,313,5/19/2021,5/29/2021,5/26/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46518,1,20814,314,5/19/2021,5/29/2021,5/26/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46519,1,15660,310,5/19/2021,5/29/2021,5/26/2021,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46520,1,24491,312,5/19/2021,5/29/2021,5/26/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46521,1,12770,310,5/20/2021,5/30/2021,5/27/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46522,1,12882,312,5/20/2021,5/30/2021,5/27/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46523,1,12756,313,5/20/2021,5/30/2021,5/27/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46524,1,26111,351,5/20/2021,5/30/2021,5/27/2021,4,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46525,1,20816,314,5/20/2021,5/30/2021,5/27/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46526,1,12253,347,5/20/2021,5/30/2021,5/27/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46527,1,25940,334,5/20/2021,5/30/2021,5/27/2021,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46528,1,15063,311,5/21/2021,5/31/2021,5/28/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46529,1,12784,314,5/21/2021,5/31/2021,5/28/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46530,1,24671,313,5/21/2021,5/31/2021,5/28/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46531,1,12423,310,5/21/2021,5/31/2021,5/28/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46532,1,19041,338,5/21/2021,5/31/2021,5/28/2021,7,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO46533,1,26106,348,5/21/2021,5/31/2021,5/28/2021,4,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO46534,1,20620,312,5/21/2021,5/31/2021,5/28/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46535,1,20815,310,5/21/2021,5/31/2021,5/28/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46536,1,13556,311,5/21/2021,5/31/2021,5/28/2021,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46537,1,11427,344,5/22/2021,6/1/2021,5/29/2021,8,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46538,1,12774,310,5/22/2021,6/1/2021,5/29/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46539,1,12200,314,5/22/2021,6/1/2021,5/29/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46540,1,20822,314,5/22/2021,6/1/2021,5/29/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46541,1,20617,310,5/22/2021,6/1/2021,5/29/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO46542,1,11431,347,5/23/2021,6/2/2021,5/30/2021,8,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46543,1,11549,345,5/23/2021,6/2/2021,5/30/2021,10,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO46544,1,12766,311,5/23/2021,6/2/2021,5/30/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
