SalesOrderNumber,SalesOrderLineNumber,CustomerKey,ProductKey,OrderDate,DueDate,ShipDate,SalesTerritoryKey,OrderQuantity,UnitPrice,ProductStandardCost,SalesAmount,TaxAmount,FreightAmount,
SO63612,2,20699,214,1/5/2023,1/15/2023,1/12/2023,4,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63612,3,20699,488,1/5/2023,1/15/2023,1/12/2023,4,1,53.99,41.5723,53.99,4.3192,1.3498,
SO63613,1,20700,382,1/5/2023,1/15/2023,1/12/2023,4,1,1120.49,713.0798,1120.49,89.6392,28.0123,
SO63613,2,20700,539,1/5/2023,1/15/2023,1/12/2023,4,1,24.99,9.3463,24.99,1.9992,0.6248,
SO63613,3,20700,529,1/5/2023,1/15/2023,1/12/2023,4,1,3.99,1.4923,3.99,0.3192,0.0998,
SO63613,4,20700,217,1/5/2023,1/15/2023,1/12/2023,4,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63613,5,20700,234,1/5/2023,1/15/2023,1/12/2023,4,1,49.99,38.4923,49.99,3.9992,1.2498,
SO63613,6,20700,225,1/5/2023,1/15/2023,1/12/2023,4,1,8.99,6.9223,8.99,0.7192,0.2248,
SO63614,1,17147,581,1/5/2023,1/15/2023,1/12/2023,6,1,1700.99,1082.51,1700.99,136.0792,42.5248,
SO63615,1,17659,583,1/5/2023,1/15/2023,1/12/2023,1,1,1700.99,1082.51,1700.99,136.0792,42.5248,
SO63615,2,17659,479,1/5/2023,1/15/2023,1/12/2023,1,1,8.99,3.3623,8.99,0.7192,0.2248,
SO63616,1,17662,582,1/5/2023,1/15/2023,1/12/2023,4,1,1700.99,1082.51,1700.99,136.0792,42.5248,
SO63616,2,17662,488,1/5/2023,1/15/2023,1/12/2023,4,1,53.99,41.5723,53.99,4.3192,1.3498,
SO63616,3,17662,225,1/5/2023,1/15/2023,1/12/2023,4,1,8.99,6.9223,8.99,0.7192,0.2248,
SO63617,1,20855,390,1/5/2023,1/15/2023,1/12/2023,7,1,1120.49,713.0798,1120.49,89.6392,28.0123,
SO63617,2,20855,217,1/5/2023,1/15/2023,1/12/2023,7,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63618,1,22495,584,1/5/2023,1/15/2023,1/12/2023,7,1,539.99,343.6496,539.99,43.1992,13.4998,
SO63618,2,22495,479,1/5/2023,1/15/2023,1/12/2023,7,1,8.99,3.3623,8.99,0.7192,0.2248,
SO63618,3,22495,477,1/5/2023,1/15/2023,1/12/2023,7,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63618,4,22495,491,1/5/2023,1/15/2023,1/12/2023,7,1,53.99,41.5723,53.99,4.3192,1.3498,
SO63619,1,29091,567,1/5/2023,1/15/2023,1/12/2023,9,1,742.35,461.4448,742.35,59.388,18.5588,
SO63619,2,29091,479,1/5/2023,1/15/2023,1/12/2023,9,1,8.99,3.3623,8.99,0.7192,0.2248,
SO63619,3,29091,477,1/5/2023,1/15/2023,1/12/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63620,1,23992,604,1/5/2023,1/15/2023,1/12/2023,9,1,539.99,343.6496,539.99,43.1992,13.4998,
SO63620,2,23992,529,1/5/2023,1/15/2023,1/12/2023,9,1,3.99,1.4923,3.99,0.3192,0.0998,
SO63620,3,23992,538,1/5/2023,1/15/2023,1/12/2023,9,1,21.49,8.0373,21.49,1.7192,0.5373,
SO63620,4,23992,486,1/5/2023,1/15/2023,1/12/2023,9,1,159,59.466,159,12.72,3.975,
SO63621,1,13150,535,1/6/2023,1/16/2023,1/13/2023,9,1,24.99,9.3463,24.99,1.9992,0.6248,
SO63621,2,13150,528,1/6/2023,1/16/2023,1/13/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63621,3,13150,485,1/6/2023,1/16/2023,1/13/2023,9,1,21.98,8.2205,21.98,1.7584,0.5495,
SO63621,4,13150,480,1/6/2023,1/16/2023,1/13/2023,9,1,2.29,0.8565,2.29,0.1832,0.0573,
SO63622,1,17066,539,1/6/2023,1/16/2023,1/13/2023,9,1,24.99,9.3463,24.99,1.9992,0.6248,
SO63622,2,17066,529,1/6/2023,1/16/2023,1/13/2023,9,1,3.99,1.4923,3.99,0.3192,0.0998,
SO63622,3,17066,480,1/6/2023,1/16/2023,1/13/2023,9,1,2.29,0.8565,2.29,0.1832,0.0573,
SO63623,1,20267,529,1/6/2023,1/16/2023,1/13/2023,9,1,3.99,1.4923,3.99,0.3192,0.0998,
SO63623,2,20267,538,1/6/2023,1/16/2023,1/13/2023,9,1,21.49,8.0373,21.49,1.7192,0.5373,
SO63623,3,20267,467,1/6/2023,1/16/2023,1/13/2023,9,1,24.49,9.1593,24.49,1.9592,0.6123,
SO63624,1,19807,538,1/6/2023,1/16/2023,1/13/2023,9,1,21.49,8.0373,21.49,1.7192,0.5373,
SO63625,1,24591,477,1/6/2023,1/16/2023,1/13/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63625,2,24591,491,1/6/2023,1/16/2023,1/13/2023,9,1,53.99,41.5723,53.99,4.3192,1.3498,
SO63626,1,29118,478,1/6/2023,1/16/2023,1/13/2023,9,1,9.99,3.7363,9.99,0.7992,0.2498,
SO63626,2,29118,477,1/6/2023,1/16/2023,1/13/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63626,3,29118,237,1/6/2023,1/16/2023,1/13/2023,9,1,49.99,38.4923,49.99,3.9992,1.2498,
SO63626,4,29118,225,1/6/2023,1/16/2023,1/13/2023,9,1,8.99,6.9223,8.99,0.7192,0.2248,
SO63627,1,15239,222,1/6/2023,1/16/2023,1/13/2023,9,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63627,2,15239,467,1/6/2023,1/16/2023,1/13/2023,9,1,24.49,9.1593,24.49,1.9592,0.6123,
SO63628,1,18194,225,1/6/2023,1/16/2023,1/13/2023,9,1,8.99,6.9223,8.99,0.7192,0.2248,
SO63629,1,14524,590,1/6/2023,1/16/2023,1/13/2023,7,1,769.49,419.7784,769.49,61.5592,19.2373,
SO63629,2,14524,234,1/6/2023,1/16/2023,1/13/2023,7,1,49.99,38.4923,49.99,3.9992,1.2498,
SO63630,1,17937,600,1/6/2023,1/16/2023,1/13/2023,10,1,539.99,294.5797,539.99,43.1992,13.4998,
SO63630,2,17937,485,1/6/2023,1/16/2023,1/13/2023,10,1,21.98,8.2205,21.98,1.7584,0.5495,
SO63630,3,17937,471,1/6/2023,1/16/2023,1/13/2023,10,1,63.5,23.749,63.5,5.08,1.5875,
SO63631,1,16594,353,1/6/2023,1/16/2023,1/13/2023,10,1,2319.99,1265.6195,2319.99,185.5992,57.9998,
SO63631,2,16594,217,1/6/2023,1/16/2023,1/13/2023,10,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63632,1,11500,489,1/6/2023,1/16/2023,1/13/2023,6,1,53.99,41.5723,53.99,4.3192,1.3498,
SO63633,1,28781,480,1/6/2023,1/16/2023,1/13/2023,4,1,2.29,0.8565,2.29,0.1832,0.0573,
SO63634,1,11331,529,1/6/2023,1/16/2023,1/13/2023,6,1,3.99,1.4923,3.99,0.3192,0.0998,
SO63634,2,11331,539,1/6/2023,1/16/2023,1/13/2023,6,1,24.99,9.3463,24.99,1.9992,0.6248,
SO63635,1,29220,539,1/6/2023,1/16/2023,1/13/2023,4,1,24.99,9.3463,24.99,1.9992,0.6248,
SO63636,1,11091,529,1/6/2023,1/16/2023,1/13/2023,6,1,3.99,1.4923,3.99,0.3192,0.0998,
SO63636,2,11091,538,1/6/2023,1/16/2023,1/13/2023,6,1,21.49,8.0373,21.49,1.7192,0.5373,
SO63637,1,27379,541,1/6/2023,1/16/2023,1/13/2023,4,1,28.99,10.8423,28.99,2.3192,0.7248,
SO63637,2,27379,530,1/6/2023,1/16/2023,1/13/2023,4,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63637,3,27379,487,1/6/2023,1/16/2023,1/13/2023,4,1,54.99,20.5663,54.99,4.3992,1.3748,
SO63637,4,27379,471,1/6/2023,1/16/2023,1/13/2023,4,1,63.5,23.749,63.5,5.08,1.5875,
SO63638,1,14091,535,1/6/2023,1/16/2023,1/13/2023,6,1,24.99,9.3463,24.99,1.9992,0.6248,
SO63638,2,14091,528,1/6/2023,1/16/2023,1/13/2023,6,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63638,3,14091,214,1/6/2023,1/16/2023,1/13/2023,6,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63639,1,26473,535,1/6/2023,1/16/2023,1/13/2023,1,1,24.99,9.3463,24.99,1.9992,0.6248,
SO63639,2,26473,528,1/6/2023,1/16/2023,1/13/2023,1,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63639,3,26473,463,1/6/2023,1/16/2023,1/13/2023,1,1,24.49,9.1593,24.49,1.9592,0.6123,
SO63639,4,26473,222,1/6/2023,1/16/2023,1/13/2023,1,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63640,1,26798,541,1/6/2023,1/16/2023,1/13/2023,1,1,28.99,10.8423,28.99,2.3192,0.7248,
SO63641,1,27652,529,1/6/2023,1/16/2023,1/13/2023,1,1,3.99,1.4923,3.99,0.3192,0.0998,
SO63641,2,27652,538,1/6/2023,1/16/2023,1/13/2023,1,1,21.49,8.0373,21.49,1.7192,0.5373,
SO63641,3,27652,231,1/6/2023,1/16/2023,1/13/2023,1,1,49.99,38.4923,49.99,3.9992,1.2498,
SO63642,1,24732,540,1/6/2023,1/16/2023,1/13/2023,1,1,32.6,12.1924,32.6,2.608,0.815,
SO63642,2,24732,529,1/6/2023,1/16/2023,1/13/2023,1,1,3.99,1.4923,3.99,0.3192,0.0998,
SO63642,3,24732,488,1/6/2023,1/16/2023,1/13/2023,1,1,53.99,41.5723,53.99,4.3192,1.3498,
SO63642,4,24732,225,1/6/2023,1/16/2023,1/13/2023,1,1,8.99,6.9223,8.99,0.7192,0.2248,
SO63643,1,26689,541,1/6/2023,1/16/2023,1/13/2023,4,1,28.99,10.8423,28.99,2.3192,0.7248,
SO63643,2,26689,530,1/6/2023,1/16/2023,1/13/2023,4,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63643,3,26689,487,1/6/2023,1/16/2023,1/13/2023,4,1,54.99,20.5663,54.99,4.3992,1.3748,
SO63643,4,26689,484,1/6/2023,1/16/2023,1/13/2023,4,1,7.95,2.9733,7.95,0.636,0.1988,
SO63644,1,22085,528,1/6/2023,1/16/2023,1/13/2023,4,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63644,2,22085,536,1/6/2023,1/16/2023,1/13/2023,4,1,29.99,11.2163,29.99,2.3992,0.7498,
SO63645,1,21801,478,1/6/2023,1/16/2023,1/13/2023,4,1,9.99,3.7363,9.99,0.7992,0.2498,
SO63645,2,21801,222,1/6/2023,1/16/2023,1/13/2023,4,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63646,1,20379,476,1/6/2023,1/16/2023,1/13/2023,4,1,69.99,26.1763,69.99,5.5992,1.7498,
SO63646,2,20379,488,1/6/2023,1/16/2023,1/13/2023,4,1,53.99,41.5723,53.99,4.3192,1.3498,
SO63647,1,27656,476,1/6/2023,1/16/2023,1/13/2023,6,1,69.99,26.1763,69.99,5.5992,1.7498,
SO63648,1,17598,477,1/6/2023,1/16/2023,1/13/2023,4,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63648,2,17598,214,1/6/2023,1/16/2023,1/13/2023,4,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63649,1,17599,225,1/6/2023,1/16/2023,1/13/2023,1,1,8.99,6.9223,8.99,0.7192,0.2248,
SO63649,2,17599,477,1/6/2023,1/16/2023,1/13/2023,1,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63650,1,22545,528,1/6/2023,1/16/2023,1/13/2023,6,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63650,2,22545,214,1/6/2023,1/16/2023,1/13/2023,6,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63650,3,22545,481,1/6/2023,1/16/2023,1/13/2023,6,1,8.99,3.3623,8.99,0.7192,0.2248,
SO63651,1,27628,528,1/6/2023,1/16/2023,1/13/2023,6,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63652,1,13457,485,1/6/2023,1/16/2023,1/13/2023,1,1,21.98,8.2205,21.98,1.7584,0.5495,
SO63652,2,13457,222,1/6/2023,1/16/2023,1/13/2023,1,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63653,1,13937,473,1/6/2023,1/16/2023,1/13/2023,1,1,63.5,23.749,63.5,5.08,1.5875,
SO63653,2,13937,485,1/6/2023,1/16/2023,1/13/2023,1,1,21.98,8.2205,21.98,1.7584,0.5495,
SO63654,1,19068,535,1/6/2023,1/16/2023,1/13/2023,8,1,24.99,9.3463,24.99,1.9992,0.6248,
SO63654,2,19068,528,1/6/2023,1/16/2023,1/13/2023,8,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63654,3,19068,214,1/6/2023,1/16/2023,1/13/2023,8,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63655,1,28373,529,1/6/2023,1/16/2023,1/13/2023,7,1,3.99,1.4923,3.99,0.3192,0.0998,
SO63655,2,28373,540,1/6/2023,1/16/2023,1/13/2023,7,1,32.6,12.1924,32.6,2.608,0.815,
SO63655,3,28373,480,1/6/2023,1/16/2023,1/13/2023,7,1,2.29,0.8565,2.29,0.1832,0.0573,
SO63656,1,25472,538,1/6/2023,1/16/2023,1/13/2023,8,1,21.49,8.0373,21.49,1.7192,0.5373,
SO63656,2,25472,529,1/6/2023,1/16/2023,1/13/2023,8,1,3.99,1.4923,3.99,0.3192,0.0998,
SO63656,3,25472,480,1/6/2023,1/16/2023,1/13/2023,8,1,2.29,0.8565,2.29,0.1832,0.0573,
SO63657,1,24867,538,1/6/2023,1/16/2023,1/13/2023,8,1,21.49,8.0373,21.49,1.7192,0.5373,
SO63658,1,28430,541,1/6/2023,1/16/2023,1/13/2023,8,1,28.99,10.8423,28.99,2.3192,0.7248,
SO63658,2,28430,530,1/6/2023,1/16/2023,1/13/2023,8,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63658,3,28430,225,1/6/2023,1/16/2023,1/13/2023,8,1,8.99,6.9223,8.99,0.7192,0.2248,
SO63659,1,25772,538,1/6/2023,1/16/2023,1/13/2023,8,1,21.49,8.0373,21.49,1.7192,0.5373,
SO63659,2,25772,488,1/6/2023,1/16/2023,1/13/2023,8,1,53.99,41.5723,53.99,4.3192,1.3498,
SO63660,1,12325,541,1/6/2023,1/16/2023,1/13/2023,10,1,28.99,10.8423,28.99,2.3192,0.7248,
SO63660,2,12325,530,1/6/2023,1/16/2023,1/13/2023,10,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63660,3,12325,225,1/6/2023,1/16/2023,1/13/2023,10,1,8.99,6.9223,8.99,0.7192,0.2248,
SO63660,4,12325,487,1/6/2023,1/16/2023,1/13/2023,10,1,54.99,20.5663,54.99,4.3992,1.3748,
SO63661,1,24062,541,1/6/2023,1/16/2023,1/13/2023,7,1,28.99,10.8423,28.99,2.3192,0.7248,
SO63662,1,11164,528,1/6/2023,1/16/2023,1/13/2023,4,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63662,2,11164,537,1/6/2023,1/16/2023,1/13/2023,4,1,35,13.09,35,2.8,0.875,
SO63662,3,11164,472,1/6/2023,1/16/2023,1/13/2023,4,1,63.5,23.749,63.5,5.08,1.5875,
SO63662,4,11164,214,1/6/2023,1/16/2023,1/13/2023,4,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63663,1,11163,528,1/6/2023,1/16/2023,1/13/2023,4,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63663,2,11163,537,1/6/2023,1/16/2023,1/13/2023,4,1,35,13.09,35,2.8,0.875,
SO63663,3,11163,480,1/6/2023,1/16/2023,1/13/2023,4,1,2.29,0.8565,2.29,0.1832,0.0573,
SO63664,1,13539,478,1/6/2023,1/16/2023,1/13/2023,10,1,9.99,3.7363,9.99,0.7992,0.2498,
SO63665,1,12591,478,1/6/2023,1/16/2023,1/13/2023,8,1,9.99,3.7363,9.99,0.7992,0.2498,
SO63665,2,12591,477,1/6/2023,1/16/2023,1/13/2023,8,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63665,3,12591,217,1/6/2023,1/16/2023,1/13/2023,8,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63666,1,14653,590,1/6/2023,1/16/2023,1/13/2023,4,1,769.49,419.7784,769.49,61.5592,19.2373,
SO63666,2,14653,474,1/6/2023,1/16/2023,1/13/2023,4,1,69.99,26.1763,69.99,5.5992,1.7498,
SO63666,3,14653,225,1/6/2023,1/16/2023,1/13/2023,4,1,8.99,6.9223,8.99,0.7192,0.2248,
SO63667,1,12777,357,1/6/2023,1/16/2023,1/13/2023,1,1,2319.99,1265.6195,2319.99,185.5992,57.9998,
SO63667,2,12777,480,1/6/2023,1/16/2023,1/13/2023,1,1,2.29,0.8565,2.29,0.1832,0.0573,
SO63668,1,16103,361,1/6/2023,1/16/2023,1/13/2023,6,1,2294.99,1251.9813,2294.99,183.5992,57.3748,
SO63668,2,16103,487,1/6/2023,1/16/2023,1/13/2023,6,1,54.99,20.5663,54.99,4.3992,1.3748,
SO63669,1,12756,361,1/6/2023,1/16/2023,1/13/2023,4,1,2294.99,1251.9813,2294.99,183.5992,57.3748,
SO63669,2,12756,222,1/6/2023,1/16/2023,1/13/2023,4,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63670,1,12492,586,1/6/2023,1/16/2023,1/13/2023,10,1,742.35,461.4448,742.35,59.388,18.5588,
SO63670,2,12492,222,1/6/2023,1/16/2023,1/13/2023,10,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63671,1,15077,572,1/6/2023,1/16/2023,1/13/2023,10,1,742.35,461.4448,742.35,59.388,18.5588,
SO63671,2,15077,217,1/6/2023,1/16/2023,1/13/2023,10,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63672,1,23648,581,1/6/2023,1/16/2023,1/13/2023,9,1,1700.99,1082.51,1700.99,136.0792,42.5248,
SO63673,1,21180,581,1/6/2023,1/16/2023,1/13/2023,9,1,1700.99,1082.51,1700.99,136.0792,42.5248,
SO63674,1,25946,386,1/6/2023,1/16/2023,1/13/2023,9,1,1120.49,713.0798,1120.49,89.6392,28.0123,
SO63674,2,25946,489,1/6/2023,1/16/2023,1/13/2023,9,1,53.99,41.5723,53.99,4.3192,1.3498,
SO63675,1,25033,386,1/6/2023,1/16/2023,1/13/2023,9,1,1120.49,713.0798,1120.49,89.6392,28.0123,
SO63676,1,17904,390,1/6/2023,1/16/2023,1/13/2023,9,1,1120.49,713.0798,1120.49,89.6392,28.0123,
SO63676,2,17904,217,1/6/2023,1/16/2023,1/13/2023,9,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63677,1,25272,388,1/6/2023,1/16/2023,1/13/2023,9,1,1120.49,713.0798,1120.49,89.6392,28.0123,
SO63677,2,25272,488,1/6/2023,1/16/2023,1/13/2023,9,1,53.99,41.5723,53.99,4.3192,1.3498,
SO63678,1,20628,372,1/6/2023,1/16/2023,1/13/2023,9,1,2443.35,1554.9479,2443.35,195.468,61.0838,
SO63678,2,20628,214,1/6/2023,1/16/2023,1/13/2023,9,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63679,1,14211,357,1/6/2023,1/16/2023,1/13/2023,9,1,2319.99,1265.6195,2319.99,185.5992,57.9998,
SO63679,2,14211,477,1/6/2023,1/16/2023,1/13/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63679,3,14211,478,1/6/2023,1/16/2023,1/13/2023,9,1,9.99,3.7363,9.99,0.7992,0.2498,
SO63679,4,14211,487,1/6/2023,1/16/2023,1/13/2023,9,1,54.99,20.5663,54.99,4.3992,1.3748,
SO63680,1,24738,573,1/6/2023,1/16/2023,1/13/2023,4,1,2384.07,1481.9379,2384.07,190.7256,59.6018,
SO63680,2,24738,479,1/6/2023,1/16/2023,1/13/2023,4,1,8.99,3.3623,8.99,0.7192,0.2248,
SO63680,3,24738,477,1/6/2023,1/16/2023,1/13/2023,4,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63680,4,24738,214,1/6/2023,1/16/2023,1/13/2023,4,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63681,1,13460,562,1/6/2023,1/16/2023,1/13/2023,6,1,2384.07,1481.9379,2384.07,190.7256,59.6018,
SO63681,2,13460,479,1/6/2023,1/16/2023,1/13/2023,6,1,8.99,3.3623,8.99,0.7192,0.2248,
SO63681,3,13460,477,1/6/2023,1/16/2023,1/13/2023,6,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63682,1,26487,576,1/6/2023,1/16/2023,1/13/2023,1,1,2384.07,1481.9379,2384.07,190.7256,59.6018,
SO63682,2,26487,479,1/6/2023,1/16/2023,1/13/2023,1,1,8.99,3.3623,8.99,0.7192,0.2248,
SO63682,3,26487,477,1/6/2023,1/16/2023,1/13/2023,1,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63682,4,26487,225,1/6/2023,1/16/2023,1/13/2023,1,1,8.99,6.9223,8.99,0.7192,0.2248,
SO63683,1,26292,561,1/6/2023,1/16/2023,1/13/2023,1,1,2384.07,1481.9379,2384.07,190.7256,59.6018,
SO63683,2,26292,477,1/6/2023,1/16/2023,1/13/2023,1,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63683,3,26292,225,1/6/2023,1/16/2023,1/13/2023,1,1,8.99,6.9223,8.99,0.7192,0.2248,
SO63683,4,26292,479,1/6/2023,1/16/2023,1/13/2023,1,1,8.99,3.3623,8.99,0.7192,0.2248,
SO63684,1,26328,563,1/6/2023,1/16/2023,1/13/2023,4,1,2384.07,1481.9379,2384.07,190.7256,59.6018,
SO63684,2,26328,214,1/6/2023,1/16/2023,1/13/2023,4,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63684,3,26328,234,1/6/2023,1/16/2023,1/13/2023,4,1,49.99,38.4923,49.99,3.9992,1.2498,
SO63685,1,23016,604,1/6/2023,1/16/2023,1/13/2023,4,1,539.99,343.6496,539.99,43.1992,13.4998,
SO63685,2,23016,538,1/6/2023,1/16/2023,1/13/2023,4,1,21.49,8.0373,21.49,1.7192,0.5373,
SO63686,1,20650,382,1/6/2023,1/16/2023,1/13/2023,4,1,1120.49,713.0798,1120.49,89.6392,28.0123,
SO63686,2,20650,489,1/6/2023,1/16/2023,1/13/2023,4,1,53.99,41.5723,53.99,4.3192,1.3498,
SO63687,1,20709,580,1/6/2023,1/16/2023,1/13/2023,4,1,1700.99,1082.51,1700.99,136.0792,42.5248,
SO63687,2,20709,539,1/6/2023,1/16/2023,1/13/2023,4,1,24.99,9.3463,24.99,1.9992,0.6248,
SO63687,3,20709,529,1/6/2023,1/16/2023,1/13/2023,4,1,3.99,1.4923,3.99,0.3192,0.0998,
SO63688,1,24186,386,1/6/2023,1/16/2023,1/13/2023,10,1,1120.49,713.0798,1120.49,89.6392,28.0123,
SO63688,2,24186,539,1/6/2023,1/16/2023,1/13/2023,10,1,24.99,9.3463,24.99,1.9992,0.6248,
SO63688,3,24186,480,1/6/2023,1/16/2023,1/13/2023,10,1,2.29,0.8565,2.29,0.1832,0.0573,
SO63689,1,18133,574,1/6/2023,1/16/2023,1/13/2023,8,1,2384.07,1481.9379,2384.07,190.7256,59.6018,
SO63690,1,21177,537,1/7/2023,1/17/2023,1/14/2023,9,1,35,13.09,35,2.8,0.875,
SO63690,2,21177,528,1/7/2023,1/17/2023,1/14/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63691,1,15241,478,1/7/2023,1/17/2023,1/14/2023,9,1,9.99,3.7363,9.99,0.7992,0.2498,
SO63691,2,15241,477,1/7/2023,1/17/2023,1/14/2023,9,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63691,3,15241,484,1/7/2023,1/17/2023,1/14/2023,9,1,7.95,2.9733,7.95,0.636,0.1988,
SO63692,1,15147,217,1/7/2023,1/17/2023,1/14/2023,9,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63692,2,15147,467,1/7/2023,1/17/2023,1/14/2023,9,1,24.49,9.1593,24.49,1.9592,0.6123,
SO63693,1,16733,529,1/7/2023,1/17/2023,1/14/2023,9,1,3.99,1.4923,3.99,0.3192,0.0998,
SO63694,1,13004,486,1/7/2023,1/17/2023,1/14/2023,9,1,159,59.466,159,12.72,3.975,
SO63695,1,20149,374,1/7/2023,1/17/2023,1/14/2023,10,1,2443.35,1554.9479,2443.35,195.468,61.0838,
SO63695,2,20149,477,1/7/2023,1/17/2023,1/14/2023,10,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63695,3,20149,225,1/7/2023,1/17/2023,1/14/2023,10,1,8.99,6.9223,8.99,0.7192,0.2248,
SO63695,4,20149,479,1/7/2023,1/17/2023,1/14/2023,10,1,8.99,3.3623,8.99,0.7192,0.2248,
SO63696,1,22320,581,1/7/2023,1/17/2023,1/14/2023,10,1,1700.99,1082.51,1700.99,136.0792,42.5248,
SO63696,2,22320,217,1/7/2023,1/17/2023,1/14/2023,10,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63697,1,17891,580,1/7/2023,1/17/2023,1/14/2023,7,1,1700.99,1082.51,1700.99,136.0792,42.5248,
SO63697,2,17891,214,1/7/2023,1/17/2023,1/14/2023,7,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63698,1,22416,582,1/7/2023,1/17/2023,1/14/2023,10,1,1700.99,1082.51,1700.99,136.0792,42.5248,
SO63698,2,22416,539,1/7/2023,1/17/2023,1/14/2023,10,1,24.99,9.3463,24.99,1.9992,0.6248,
SO63698,3,22416,529,1/7/2023,1/17/2023,1/14/2023,10,1,3.99,1.4923,3.99,0.3192,0.0998,
SO63698,4,22416,214,1/7/2023,1/17/2023,1/14/2023,10,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63699,1,17940,580,1/7/2023,1/17/2023,1/14/2023,8,1,1700.99,1082.51,1700.99,136.0792,42.5248,
SO63700,1,16277,589,1/7/2023,1/17/2023,1/14/2023,10,1,769.49,419.7784,769.49,61.5592,19.2373,
SO63700,2,16277,225,1/7/2023,1/17/2023,1/14/2023,10,1,8.99,6.9223,8.99,0.7192,0.2248,
SO63700,3,16277,237,1/7/2023,1/17/2023,1/14/2023,10,1,49.99,38.4923,49.99,3.9992,1.2498,
SO63701,1,13680,357,1/7/2023,1/17/2023,1/14/2023,10,1,2319.99,1265.6195,2319.99,185.5992,57.9998,
SO63701,2,13680,528,1/7/2023,1/17/2023,1/14/2023,10,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63701,3,13680,537,1/7/2023,1/17/2023,1/14/2023,10,1,35,13.09,35,2.8,0.875,
SO63701,4,13680,478,1/7/2023,1/17/2023,1/14/2023,10,1,9.99,3.7363,9.99,0.7992,0.2498,
SO63702,1,17209,353,1/7/2023,1/17/2023,1/14/2023,8,1,2319.99,1265.6195,2319.99,185.5992,57.9998,
SO63702,2,17209,222,1/7/2023,1/17/2023,1/14/2023,8,1,34.99,13.0863,34.99,2.7992,0.8748,
SO63703,1,13661,355,1/7/2023,1/17/2023,1/14/2023,10,1,2319.99,1265.6195,2319.99,185.5992,57.9998,
SO63703,2,13661,478,1/7/2023,1/17/2023,1/14/2023,10,1,9.99,3.7363,9.99,0.7992,0.2498,
SO63703,3,13661,477,1/7/2023,1/17/2023,1/14/2023,10,1,4.99,1.8663,4.99,0.3992,0.1248,
SO63704,1,12265,357,1/7/2023,1/17/2023,1/14/2023,7,1,2319.99,1265.6195,2319.99,185.5992,57.9998,
SO63704,2,12265,485,1/7/2023,1/17/2023,1/14/2023,7,1,21.98,8.2205,21.98,1.7584,0.5495,
