SalesOrderNumber,SalesOrderLineNumber,CustomerKey,ProductKey,OrderDate,DueDate,ShipDate,SalesTerritoryKey,OrderQuantity,UnitPrice,ProductStandardCost,SalesAmount,TaxAmount,FreightAmount
SO43991,1,16660,310,7/24/2020,8/3/2020,7/31/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO43992,1,16638,311,7/24/2020,8/3/2020,7/31/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO43993,1,16929,314,7/25/2020,8/4/2020,8/1/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO43994,1,27681,314,7/25/2020,8/4/2020,8/1/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO43995,1,21813,312,7/25/2020,8/4/2020,8/1/2020,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO43996,1,27920,310,7/25/2020,8/4/2020,8/1/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO43997,1,28022,310,7/25/2020,8/4/2020,8/1/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO43998,1,11033,348,7/25/2020,8/4/2020,8/1/2020,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO43999,1,28047,311,7/25/2020,8/4/2020,8/1/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44000,1,27918,311,7/26/2020,8/5/2020,8/2/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44001,1,28044,313,7/26/2020,8/5/2020,8/2/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44002,1,14572,336,7/26/2020,8/5/2020,8/2/2020,4,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44003,1,19325,342,7/26/2020,8/5/2020,8/2/2020,8,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44004,1,28061,310,7/26/2020,8/5/2020,8/2/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44005,1,26629,334,7/26/2020,8/5/2020,8/2/2020,6,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44006,1,16744,310,7/26/2020,8/5/2020,8/2/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44007,1,25555,320,7/26/2020,8/5/2020,8/2/2020,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44008,1,27678,312,7/26/2020,8/5/2020,8/2/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44009,1,27759,314,7/26/2020,8/5/2020,8/2/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44010,1,13680,310,7/26/2020,8/5/2020,8/2/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44011,1,13514,310,7/26/2020,8/5/2020,8/2/2020,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44012,1,11052,349,7/26/2020,8/5/2020,8/2/2020,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO44013,1,16928,312,7/26/2020,8/5/2020,8/2/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44014,1,27917,313,7/27/2020,8/6/2020,8/3/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44015,1,13693,311,7/27/2020,8/6/2020,8/3/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44016,1,11247,350,7/27/2020,8/6/2020,8/3/2020,10,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO44017,1,28078,310,7/27/2020,8/6/2020,8/3/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44018,1,25876,350,7/27/2020,8/6/2020,8/3/2020,1,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO44019,1,16701,310,7/27/2020,8/6/2020,8/3/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44020,1,16931,311,7/27/2020,8/6/2020,8/3/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44021,1,11032,348,7/27/2020,8/6/2020,8/3/2020,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO44022,1,22008,313,7/28/2020,8/7/2020,8/4/2020,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44023,1,19830,349,7/28/2020,8/7/2020,8/4/2020,6,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO44024,1,16663,314,7/28/2020,8/7/2020,8/4/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44025,1,16708,314,7/28/2020,8/7/2020,8/4/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44026,1,17045,310,7/28/2020,8/7/2020,8/4/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44027,1,21921,310,7/28/2020,8/7/2020,8/4/2020,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44028,1,17048,312,7/28/2020,8/7/2020,8/4/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44029,1,11050,350,7/28/2020,8/7/2020,8/4/2020,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO44030,1,12131,311,7/29/2020,8/8/2020,8/5/2020,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44031,1,13689,313,7/29/2020,8/8/2020,8/5/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44032,1,11243,344,7/29/2020,8/8/2020,8/5/2020,10,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO44033,1,16693,314,7/29/2020,8/8/2020,8/5/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44034,1,16702,313,7/29/2020,8/8/2020,8/5/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44035,1,16707,312,7/29/2020,8/8/2020,8/5/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44036,1,17046,310,7/29/2020,8/8/2020,8/5/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44037,1,25272,328,7/29/2020,8/8/2020,8/5/2020,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44038,1,25868,344,7/29/2020,8/8/2020,8/5/2020,4,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO44039,1,17971,342,7/29/2020,8/8/2020,8/5/2020,7,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44040,1,11057,351,7/29/2020,8/8/2020,8/5/2020,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO44041,1,16742,313,7/29/2020,8/8/2020,8/5/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44042,1,13678,313,7/30/2020,8/9/2020,8/6/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44043,1,13679,311,7/30/2020,8/9/2020,8/6/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44044,1,13690,314,7/30/2020,8/9/2020,8/6/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44045,1,28394,344,7/30/2020,8/9/2020,8/6/2020,7,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO44046,1,28064,313,7/30/2020,8/9/2020,8/6/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44047,1,25878,344,7/30/2020,8/9/2020,8/6/2020,4,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO44048,1,16713,314,7/30/2020,8/9/2020,8/6/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44049,1,13538,314,7/30/2020,8/9/2020,8/6/2020,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44050,1,17050,310,7/30/2020,8/9/2020,8/6/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44051,1,13691,310,7/31/2020,8/10/2020,8/7/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44052,1,16637,314,7/31/2020,8/10/2020,8/7/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44053,1,19329,338,7/31/2020,8/10/2020,8/7/2020,8,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44054,1,13542,314,7/31/2020,8/10/2020,8/7/2020,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44055,1,13543,310,7/31/2020,8/10/2020,8/7/2020,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44056,1,13559,314,7/31/2020,8/10/2020,8/7/2020,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44057,1,14577,338,7/31/2020,8/10/2020,8/7/2020,1,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44058,1,11056,350,7/31/2020,8/10/2020,8/7/2020,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO44059,1,16688,313,7/31/2020,8/10/2020,8/7/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44060,1,25273,342,7/31/2020,8/10/2020,8/7/2020,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44061,1,27919,310,8/1/2020,8/11/2020,8/8/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44062,1,28041,310,8/1/2020,8/11/2020,8/8/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44063,1,11240,344,8/1/2020,8/11/2020,8/8/2020,10,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO44064,1,22050,310,8/1/2020,8/11/2020,8/8/2020,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44065,1,28062,310,8/1/2020,8/11/2020,8/8/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44066,1,25867,344,8/1/2020,8/11/2020,8/8/2020,4,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO44067,1,17049,310,8/1/2020,8/11/2020,8/8/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44068,1,13541,313,8/2/2020,8/12/2020,8/9/2020,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44069,1,28395,349,8/2/2020,8/12/2020,8/9/2020,7,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO44070,1,19829,349,8/2/2020,8/12/2020,8/9/2020,6,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO44071,1,16691,313,8/2/2020,8/12/2020,8/9/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44072,1,16656,311,8/2/2020,8/12/2020,8/9/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44073,1,11044,351,8/2/2020,8/12/2020,8/9/2020,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO44134,1,13821,310,8/3/2020,8/13/2020,8/10/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44135,1,28156,310,8/3/2020,8/13/2020,8/10/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44136,1,22114,311,8/3/2020,8/13/2020,8/10/2020,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44137,1,17328,314,8/3/2020,8/13/2020,8/10/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44138,1,13765,310,8/4/2020,8/14/2020,8/11/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44139,1,13792,311,8/4/2020,8/14/2020,8/11/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44140,1,12221,311,8/4/2020,8/14/2020,8/11/2020,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44141,1,13572,313,8/4/2020,8/14/2020,8/11/2020,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44142,1,22058,313,8/4/2020,8/14/2020,8/11/2020,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44143,1,28145,313,8/4/2020,8/14/2020,8/11/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44144,1,17071,312,8/4/2020,8/14/2020,8/11/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44145,1,17309,310,8/4/2020,8/14/2020,8/11/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44146,1,17310,313,8/4/2020,8/14/2020,8/11/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44147,1,17320,310,8/4/2020,8/14/2020,8/11/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44148,1,28172,310,8/5/2020,8/15/2020,8/12/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44149,1,17242,312,8/5/2020,8/15/2020,8/12/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44150,1,17315,312,8/5/2020,8/15/2020,8/12/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44151,1,25558,328,8/5/2020,8/15/2020,8/12/2020,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44152,1,11334,346,8/6/2020,8/16/2020,8/13/2020,10,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO44153,1,28168,312,8/6/2020,8/16/2020,8/13/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44154,1,28181,311,8/6/2020,8/16/2020,8/13/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44155,1,28131,313,8/6/2020,8/16/2020,8/13/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44156,1,25887,346,8/6/2020,8/16/2020,8/13/2020,1,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO44157,1,17055,314,8/6/2020,8/16/2020,8/13/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44158,1,13567,311,8/7/2020,8/17/2020,8/14/2020,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44159,1,28182,311,8/7/2020,8/17/2020,8/14/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44160,1,28186,312,8/7/2020,8/17/2020,8/14/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44161,1,13772,314,8/8/2020,8/18/2020,8/15/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44162,1,28185,311,8/8/2020,8/18/2020,8/15/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44163,1,28193,314,8/8/2020,8/18/2020,8/15/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44164,1,28088,310,8/8/2020,8/18/2020,8/15/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44165,1,17065,313,8/8/2020,8/18/2020,8/15/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44166,1,14581,338,8/8/2020,8/18/2020,8/15/2020,1,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44167,1,17308,314,8/8/2020,8/18/2020,8/15/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44168,1,12211,313,8/9/2020,8/19/2020,8/16/2020,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44169,1,28179,311,8/9/2020,8/19/2020,8/16/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44170,1,28183,314,8/9/2020,8/19/2020,8/16/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44171,1,28112,313,8/9/2020,8/19/2020,8/16/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44172,1,14584,338,8/9/2020,8/19/2020,8/16/2020,4,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44173,1,13784,312,8/10/2020,8/20/2020,8/17/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44174,1,17229,311,8/10/2020,8/20/2020,8/17/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44175,1,17246,313,8/10/2020,8/20/2020,8/17/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44176,1,12220,314,8/11/2020,8/21/2020,8/18/2020,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44177,1,11337,350,8/11/2020,8/21/2020,8/18/2020,10,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO44178,1,28097,312,8/11/2020,8/21/2020,8/18/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44179,1,25888,350,8/11/2020,8/21/2020,8/18/2020,1,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO44180,1,11058,347,8/11/2020,8/21/2020,8/18/2020,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO44181,1,17294,312,8/11/2020,8/21/2020,8/18/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44182,1,17299,310,8/11/2020,8/21/2020,8/18/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44183,1,28158,310,8/12/2020,8/22/2020,8/19/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44184,1,17247,314,8/12/2020,8/22/2020,8/19/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44185,1,17280,310,8/12/2020,8/22/2020,8/19/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44186,1,25889,347,8/13/2020,8/23/2020,8/20/2020,4,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO44187,1,17069,313,8/13/2020,8/23/2020,8/20/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44188,1,20052,334,8/14/2020,8/24/2020,8/21/2020,10,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44189,1,20054,322,8/14/2020,8/24/2020,8/21/2020,10,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44190,1,11061,348,8/14/2020,8/24/2020,8/21/2020,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO44191,1,17248,310,8/14/2020,8/24/2020,8/21/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44192,1,13570,312,8/15/2020,8/25/2020,8/22/2020,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44193,1,28164,312,8/15/2020,8/25/2020,8/22/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44194,1,17064,310,8/15/2020,8/25/2020,8/22/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44195,1,17249,313,8/15/2020,8/25/2020,8/22/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44196,1,17295,314,8/15/2020,8/25/2020,8/22/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44197,1,28096,312,8/16/2020,8/26/2020,8/23/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44198,1,28150,310,8/16/2020,8/26/2020,8/23/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44199,1,17259,313,8/16/2020,8/26/2020,8/23/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44200,1,17312,311,8/16/2020,8/26/2020,8/23/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44201,1,12254,313,8/17/2020,8/27/2020,8/24/2020,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44202,1,28159,311,8/17/2020,8/27/2020,8/24/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44203,1,28149,312,8/17/2020,8/27/2020,8/24/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44204,1,14580,336,8/17/2020,8/27/2020,8/24/2020,4,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44205,1,17285,312,8/17/2020,8/27/2020,8/24/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44206,1,11250,347,8/18/2020,8/28/2020,8/25/2020,10,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO44207,1,28162,313,8/18/2020,8/28/2020,8/25/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44208,1,25879,347,8/18/2020,8/28/2020,8/25/2020,4,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO44209,1,17257,311,8/18/2020,8/28/2020,8/25/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44210,1,13783,310,8/19/2020,8/29/2020,8/26/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44211,1,28154,313,8/19/2020,8/29/2020,8/26/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44212,1,28170,312,8/19/2020,8/29/2020,8/26/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44213,1,17351,310,8/19/2020,8/29/2020,8/26/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44214,1,17332,311,8/19/2020,8/29/2020,8/26/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44215,1,28180,312,8/20/2020,8/30/2020,8/27/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44216,1,13560,314,8/20/2020,8/30/2020,8/27/2020,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44217,1,28148,310,8/20/2020,8/30/2020,8/27/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44218,1,22109,311,8/20/2020,8/30/2020,8/27/2020,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44219,1,14590,338,8/20/2020,8/30/2020,8/27/2020,4,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44220,1,11060,345,8/20/2020,8/30/2020,8/27/2020,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO44221,1,17255,314,8/20/2020,8/30/2020,8/27/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44222,1,17258,311,8/20/2020,8/30/2020,8/27/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44223,1,13847,310,8/21/2020,8/31/2020,8/28/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44224,1,28166,314,8/21/2020,8/31/2020,8/28/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44225,1,20060,322,8/22/2020,9/1/2020,8/29/2020,10,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44226,1,12255,313,8/22/2020,9/1/2020,8/29/2020,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44227,1,28401,349,8/22/2020,9/1/2020,8/29/2020,7,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO44228,1,11333,344,8/22/2020,9/1/2020,8/29/2020,10,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO44229,1,25886,344,8/22/2020,9/1/2020,8/29/2020,1,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO44230,1,17241,312,8/22/2020,9/1/2020,8/29/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44231,1,17973,334,8/22/2020,9/1/2020,8/29/2020,7,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44232,1,17334,312,8/22/2020,9/1/2020,8/29/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44233,1,13841,310,8/23/2020,9/2/2020,8/30/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44234,1,28184,312,8/23/2020,9/2/2020,8/30/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44235,1,22117,313,8/23/2020,9/2/2020,8/30/2020,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44236,1,28191,312,8/23/2020,9/2/2020,8/30/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44237,1,17056,310,8/23/2020,9/2/2020,8/30/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44238,1,17079,311,8/23/2020,9/2/2020,8/30/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44239,1,12217,311,8/24/2020,9/3/2020,8/31/2020,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44240,1,13580,311,8/24/2020,9/3/2020,8/31/2020,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44241,1,28155,313,8/24/2020,9/3/2020,8/31/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44242,1,28163,313,8/24/2020,9/3/2020,8/31/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44243,1,17278,312,8/24/2020,9/3/2020,8/31/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44244,1,17329,312,8/24/2020,9/3/2020,8/31/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44245,1,25556,330,8/24/2020,9/3/2020,8/31/2020,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44246,1,12219,312,8/25/2020,9/4/2020,9/1/2020,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44247,1,17233,310,8/25/2020,9/4/2020,9/1/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44248,1,17240,313,8/25/2020,9/4/2020,9/1/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44249,1,13845,313,8/26/2020,9/5/2020,9/2/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44250,1,28167,312,8/26/2020,9/5/2020,9/2/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44251,1,28190,311,8/26/2020,9/5/2020,9/2/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44252,1,13777,312,8/27/2020,9/6/2020,9/3/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44253,1,28099,310,8/27/2020,9/6/2020,9/3/2020,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44254,1,28142,314,8/27/2020,9/6/2020,9/3/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44255,1,14585,340,8/27/2020,9/6/2020,9/3/2020,4,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44256,1,17232,312,8/27/2020,9/6/2020,9/3/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44257,1,12212,313,8/28/2020,9/7/2020,9/4/2020,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44258,1,13579,310,8/28/2020,9/7/2020,9/4/2020,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44259,1,28171,312,8/28/2020,9/7/2020,9/4/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44260,1,28194,312,8/28/2020,9/7/2020,9/4/2020,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44261,1,22112,312,8/28/2020,9/7/2020,9/4/2020,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44262,1,20149,322,8/28/2020,9/7/2020,9/4/2020,10,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44263,1,17279,310,8/28/2020,9/7/2020,9/4/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44264,1,17286,313,8/28/2020,9/7/2020,9/4/2020,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44265,1,25557,320,8/28/2020,9/7/2020,9/4/2020,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44266,1,25559,336,8/28/2020,9/7/2020,9/4/2020,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44267,1,19339,336,8/29/2020,9/8/2020,9/5/2020,8,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44268,1,13820,312,8/29/2020,9/8/2020,9/5/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO44269,1,14589,326,8/30/2020,9/9/2020,9/6/2020,4,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO44270,1,13794,314,8/31/2020,9/10/2020,9/7/2020,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
